ObservationDate,Province/State,Recovered
2020-07-03,District of Columbia,1497.0
2020-07-04,District of Columbia,1523.0
2020-07-05,District of Columbia,1542.0
2020-07-06,District of Columbia,1553.0
2020-07-07,District of Columbia,1574.0
2020-07-08,District of Columbia,1625.0
2020-07-09,District of Columbia,1662.0
2020-07-10,District of Columbia,1703.0
2020-07-11,District of Columbia,1717.0
2020-07-12,District of Columbia,1737.0
2020-07-13,District of Columbia,1756.0
2020-07-14,District of Columbia,1774.0
2020-07-15,District of Columbia,1809.0
2020-07-16,District of Columbia,1843.0
2020-07-17,District of Columbia,1863.0
2020-07-18,District of Columbia,1877.0
2020-07-19,District of Columbia,1886.0
2020-01-22,Florida,0.0
2020-01-23,Florida,0.0
2020-01-24,Florida,0.0
2020-01-25,Florida,0.0
2020-01-26,Florida,0.0
2020-01-27,Florida,0.0
2020-01-28,Florida,0.0
2020-01-29,Florida,0.0
2020-01-30,Florida,0.0
2020-01-31,Florida,0.0
2020-02-01,Florida,0.0
2020-02-02,Florida,0.0
2020-02-03,Florida,0.0
2020-02-04,Florida,0.0
2020-02-05,Florida,0.0
2020-02-06,Florida,0.0
2020-02-07,Florida,0.0
2020-02-08,Florida,0.0
2020-02-09,Florida,0.0
2020-02-10,Florida,0.0
2020-02-11,Florida,0.0
2020-02-12,Florida,0.0
2020-02-13,Florida,0.0
2020-02-14,Florida,0.0
2020-02-15,Florida,0.0
2020-02-16,Florida,0.0
2020-02-17,Florida,0.0
2020-02-18,Florida,0.0
2020-02-19,Florida,0.0
2020-02-20,Florida,0.0
2020-02-21,Florida,0.0
2020-02-22,Florida,0.0
2020-02-23,Florida,0.0
2020-02-24,Florida,0.0
2020-02-25,Florida,0.0
2020-02-26,Florida,0.0
2020-02-27,Florida,0.0
2020-02-28,Florida,0.0
2020-02-29,Florida,0.0
2020-03-01,Florida,0.0
2020-03-02,Florida,0.0
2020-03-03,Florida,0.0
2020-03-04,Florida,0.0
2020-03-05,Florida,0.0
2020-03-06,Florida,0.0
2020-03-07,Florida,0.0
2020-03-08,Florida,0.0
2020-03-09,Florida,0.0
2020-03-10,Florida,0.0
2020-03-11,Florida,0.0
2020-03-12,Florida,0.0
2020-03-13,Florida,0.0
2020-03-14,Florida,0.0
2020-03-15,Florida,0.0
2020-03-16,Florida,0.0
2020-03-17,Florida,0.0
2020-03-18,Florida,0.0
2020-03-19,Florida,0.0
2020-03-20,Florida,0.0
2020-03-21,Florida,0.0
2020-03-22,Florida,0.0
2020-03-23,Florida,0.0
2020-03-24,Florida,0.0
2020-03-25,Florida,0.0
2020-03-26,Florida,0.0
2020-03-27,Florida,0.0
2020-03-28,Florida,0.0
2020-03-29,Florida,0.0
2020-03-30,Florida,0.0
2020-03-31,Florida,0.0
2020-04-01,Florida,0.0
2020-04-02,Florida,0.0
2020-04-03,Florida,0.0
2020-04-04,Florida,0.0
2020-04-05,Florida,0.0
2020-04-06,Florida,0.0
2020-04-07,Florida,0.0
2020-04-08,Florida,0.0
2020-04-09,Florida,0.0
2020-04-10,Florida,0.0
2020-04-11,Florida,0.0
2020-04-12,Florida,0.0
2020-04-13,Florida,0.0
2020-04-14,Florida,0.0
2020-04-15,Florida,0.0
2020-04-16,Florida,0.0
2020-04-17,Florida,0.0
2020-04-18,Florida,0.0
2020-04-19,Florida,0.0
2020-04-20,Florida,0.0
2020-04-21,Florida,0.0
2020-04-22,Florida,0.0
2020-04-23,Florida,0.0
2020-04-24,Florida,0.0
2020-04-25,Florida,0.0
2020-04-26,Florida,0.0
2020-04-27,Florida,0.0
2020-04-28,Florida,0.0
2020-04-29,Florida,0.0
2020-04-30,Florida,0.0
2020-05-01,Florida,0.0
2020-05-02,Florida,0.0
2020-05-03,Florida,0.0
2020-05-04,Florida,0.0
2020-05-05,Florida,0.0
2020-05-06,Florida,0.0
2020-05-07,Florida,0.0
2020-05-08,Florida,0.0
2020-05-09,Florida,0.0
2020-05-10,Florida,0.0
2020-05-11,Florida,0.0
2020-05-12,Florida,0.0
2020-05-13,Florida,0.0
2020-05-14,Florida,0.0
2020-05-15,Florida,0.0
2020-05-16,Florida,0.0
2020-05-17,Florida,0.0
2020-05-18,Florida,0.0
2020-05-19,Florida,0.0
2020-05-20,Florida,0.0
2020-05-21,Florida,0.0
2020-05-22,Florida,0.0
2020-05-23,Florida,0.0
2020-05-24,Florida,0.0
2020-05-25,Florida,0.0
2020-05-26,Florida,0.0
2020-05-27,Florida,0.0
2020-05-28,Florida,0.0
2020-05-29,Florida,0.0
2020-05-30,Florida,0.0
2020-05-31,Florida,0.0
2020-06-01,Florida,0.0
2020-06-02,Florida,0.0
2020-06-03,Florida,0.0
2020-06-04,Florida,0.0
2020-06-05,Florida,0.0
2020-06-06,Florida,0.0
2020-06-07,Florida,0.0
2020-06-08,Florida,0.0
2020-06-09,Florida,0.0
2020-06-10,Florida,0.0
2020-06-11,Florida,0.0
2020-06-12,Florida,0.0
2020-06-13,Florida,0.0
2020-06-14,Florida,0.0
2020-06-15,Florida,0.0
2020-06-16,Florida,0.0
2020-06-17,Florida,0.0
2020-06-18,Florida,0.0
2020-06-19,Florida,0.0
2020-06-20,Florida,0.0
2020-06-21,Florida,0.0
2020-06-22,Florida,0.0
2020-06-23,Florida,0.0
2020-06-24,Florida,0.0
2020-06-25,Florida,0.0
2020-06-26,Florida,0.0
2020-06-27,Florida,0.0
2020-06-28,Florida,0.0
2020-06-29,Florida,0.0
2020-06-30,Florida,0.0
2020-07-01,Florida,0.0
2020-07-02,Florida,0.0
2020-07-03,Florida,0.0
2020-07-04,Florida,0.0
2020-07-05,Florida,0.0
2020-07-06,Florida,0.0
2020-07-07,Florida,0.0
2020-07-08,Florida,0.0
2020-07-09,Florida,0.0
2020-07-10,Florida,0.0
2020-07-11,Florida,0.0
2020-07-12,Florida,0.0
2020-07-13,Florida,0.0
2020-07-14,Florida,0.0
2020-07-15,Florida,0.0
2020-07-16,Florida,0.0
2020-07-17,Florida,0.0
2020-07-18,Florida,0.0
2020-07-19,Florida,0.0
2020-01-22,Georgia,0.0
2020-01-23,Georgia,0.0
2020-01-24,Georgia,0.0
2020-01-25,Georgia,0.0
2020-01-26,Georgia,0.0
2020-01-27,Georgia,0.0
2020-01-28,Georgia,0.0
2020-01-29,Georgia,0.0
2020-01-30,Georgia,0.0
2020-01-31,Georgia,0.0
2020-02-01,Georgia,0.0
2020-02-02,Georgia,0.0
2020-02-03,Georgia,0.0
2020-02-04,Georgia,0.0
2020-02-05,Georgia,0.0
2020-02-06,Georgia,0.0
2020-02-07,Georgia,0.0
2020-02-08,Georgia,0.0
2020-02-09,Georgia,0.0
2020-02-10,Georgia,0.0
2020-02-11,Georgia,0.0
2020-02-12,Georgia,0.0
2020-02-13,Georgia,0.0
2020-02-14,Georgia,0.0
2020-02-15,Georgia,0.0
2020-02-16,Georgia,0.0
2020-02-17,Georgia,0.0
2020-02-18,Georgia,0.0
2020-02-19,Georgia,0.0
2020-02-20,Georgia,0.0
2020-02-21,Georgia,0.0
2020-02-22,Georgia,0.0
2020-02-23,Georgia,0.0
2020-02-24,Georgia,0.0
2020-02-25,Georgia,0.0
2020-02-26,Georgia,0.0
2020-02-27,Georgia,0.0
2020-02-28,Georgia,0.0
2020-02-29,Georgia,0.0
2020-03-01,Georgia,0.0
2020-03-02,Georgia,0.0
2020-03-03,Georgia,0.0
2020-03-04,Georgia,0.0
2020-03-05,Georgia,0.0
2020-03-06,Georgia,0.0
2020-03-07,Georgia,0.0
2020-03-08,Georgia,0.0
2020-03-09,Georgia,0.0
2020-03-10,Georgia,0.0
2020-03-11,Georgia,0.0
2020-03-12,Georgia,0.0
2020-03-13,Georgia,0.0
2020-03-14,Georgia,0.0
2020-03-15,Georgia,0.0
2020-03-16,Georgia,0.0
2020-03-17,Georgia,0.0
2020-03-18,Georgia,0.0
2020-03-19,Georgia,0.0
2020-03-20,Georgia,0.0
2020-03-21,Georgia,0.0
2020-03-22,Georgia,0.0
2020-03-23,Georgia,0.0
2020-03-24,Georgia,0.0
2020-03-25,Georgia,0.0
2020-03-26,Georgia,0.0
2020-03-27,Georgia,0.0
2020-03-28,Georgia,0.0
2020-03-29,Georgia,0.0
2020-03-30,Georgia,0.0
2020-03-31,Georgia,0.0
2020-04-01,Georgia,0.0
2020-04-02,Georgia,0.0
2020-04-03,Georgia,0.0
2020-04-04,Georgia,0.0
2020-04-05,Georgia,0.0
2020-04-06,Georgia,0.0
2020-04-07,Georgia,0.0
2020-04-08,Georgia,0.0
2020-04-09,Georgia,0.0
2020-04-10,Georgia,0.0
2020-04-11,Georgia,0.0
2020-04-12,Georgia,0.0
2020-04-13,Georgia,0.0
2020-04-14,Georgia,0.0
2020-04-15,Georgia,0.0
2020-04-16,Georgia,0.0
2020-04-17,Georgia,0.0
2020-04-18,Georgia,0.0
2020-04-19,Georgia,0.0
2020-04-20,Georgia,0.0
2020-04-21,Georgia,0.0
2020-04-22,Georgia,0.0
2020-04-23,Georgia,0.0
2020-04-24,Georgia,0.0
2020-04-25,Georgia,0.0
2020-04-26,Georgia,0.0
2020-04-27,Georgia,0.0
2020-04-28,Georgia,0.0
2020-04-29,Georgia,0.0
2020-04-30,Georgia,0.0
2020-05-01,Georgia,0.0
2020-05-02,Georgia,0.0
2020-05-03,Georgia,0.0
2020-05-04,Georgia,0.0
2020-05-05,Georgia,0.0
2020-05-06,Georgia,0.0
2020-05-07,Georgia,0.0
2020-05-08,Georgia,0.0
2020-05-09,Georgia,0.0
2020-05-10,Georgia,0.0
2020-05-11,Georgia,0.0
2020-05-12,Georgia,0.0
2020-05-13,Georgia,0.0
2020-05-14,Georgia,0.0
2020-05-15,Georgia,0.0
2020-05-16,Georgia,0.0
2020-05-17,Georgia,0.0
2020-05-18,Georgia,0.0
2020-05-19,Georgia,0.0
2020-05-20,Georgia,0.0
2020-05-21,Georgia,0.0
2020-05-22,Georgia,0.0
2020-05-23,Georgia,0.0
2020-05-24,Georgia,0.0
2020-05-25,Georgia,0.0
2020-05-26,Georgia,0.0
2020-05-27,Georgia,0.0
2020-05-28,Georgia,0.0
2020-05-29,Georgia,0.0
2020-05-30,Georgia,0.0
2020-05-31,Georgia,0.0
2020-06-01,Georgia,0.0
2020-06-02,Georgia,0.0
2020-06-03,Georgia,0.0
2020-06-04,Georgia,0.0
2020-06-05,Georgia,0.0
2020-06-06,Georgia,0.0
2020-06-07,Georgia,0.0
2020-06-08,Georgia,0.0
2020-06-09,Georgia,0.0
2020-06-10,Georgia,0.0
2020-06-11,Georgia,0.0
2020-06-12,Georgia,0.0
2020-06-13,Georgia,0.0
2020-06-14,Georgia,0.0
2020-06-15,Georgia,0.0
2020-06-16,Georgia,0.0
2020-06-17,Georgia,0.0
2020-06-18,Georgia,0.0
2020-06-19,Georgia,0.0
2020-06-20,Georgia,0.0
2020-06-21,Georgia,0.0
2020-06-22,Georgia,0.0
2020-06-23,Georgia,0.0
2020-06-24,Georgia,0.0
2020-06-25,Georgia,0.0
2020-06-26,Georgia,0.0
2020-06-27,Georgia,0.0
2020-06-28,Georgia,0.0
2020-06-29,Georgia,0.0
2020-06-30,Georgia,0.0
2020-07-01,Georgia,0.0
2020-07-02,Georgia,0.0
2020-07-03,Georgia,0.0
2020-07-04,Georgia,0.0
2020-07-05,Georgia,0.0
2020-07-06,Georgia,0.0
2020-07-07,Georgia,0.0
2020-07-08,Georgia,0.0
2020-07-09,Georgia,0.0
2020-07-10,Georgia,0.0
2020-07-11,Georgia,0.0
2020-07-12,Georgia,0.0
2020-07-13,Georgia,0.0
2020-07-14,Georgia,0.0
2020-07-15,Georgia,0.0
2020-07-16,Georgia,0.0
2020-07-17,Georgia,0.0
2020-07-18,Georgia,0.0
2020-07-19,Georgia,0.0
2020-01-22,Grand Princess,0.0
2020-01-23,Grand Princess,0.0
2020-01-24,Grand Princess,0.0
2020-01-25,Grand Princess,0.0
2020-01-26,Grand Princess,0.0
2020-01-27,Grand Princess,0.0
2020-01-28,Grand Princess,0.0
2020-01-29,Grand Princess,0.0
2020-01-30,Grand Princess,0.0
2020-01-31,Grand Princess,0.0
2020-02-01,Grand Princess,0.0
2020-02-02,Grand Princess,0.0
2020-02-03,Grand Princess,0.0
2020-02-04,Grand Princess,0.0
2020-02-05,Grand Princess,0.0
2020-02-06,Grand Princess,0.0
2020-02-07,Grand Princess,0.0
2020-02-08,Grand Princess,0.0
2020-02-09,Grand Princess,0.0
2020-02-10,Grand Princess,0.0
2020-02-11,Grand Princess,0.0
2020-02-12,Grand Princess,0.0
2020-02-13,Grand Princess,0.0
2020-02-14,Grand Princess,0.0
2020-02-15,Grand Princess,0.0
2020-02-16,Grand Princess,0.0
2020-02-17,Grand Princess,0.0
2020-02-18,Grand Princess,0.0
2020-02-19,Grand Princess,0.0
2020-02-20,Grand Princess,0.0
2020-02-21,Grand Princess,0.0
2020-02-22,Grand Princess,0.0
2020-02-23,Grand Princess,0.0
2020-02-24,Grand Princess,0.0
2020-02-25,Grand Princess,0.0
2020-02-26,Grand Princess,0.0
2020-02-27,Grand Princess,0.0
2020-02-28,Grand Princess,0.0
2020-02-29,Grand Princess,0.0
2020-03-01,Grand Princess,0.0
2020-03-02,Grand Princess,0.0
2020-03-03,Grand Princess,0.0
2020-03-04,Grand Princess,0.0
2020-03-05,Grand Princess,0.0
2020-03-06,Grand Princess,0.0
2020-03-07,Grand Princess,0.0
2020-03-08,Grand Princess,0.0
2020-03-09,Grand Princess,0.0
2020-03-10,Grand Princess,0.0
2020-03-11,Grand Princess,0.0
2020-03-12,Grand Princess,0.0
2020-03-13,Grand Princess,0.0
2020-03-14,Grand Princess,0.0
2020-03-15,Grand Princess,0.0
2020-03-16,Grand Princess,0.0
2020-03-17,Grand Princess,0.0
2020-03-18,Grand Princess,0.0
2020-03-19,Grand Princess,0.0
2020-03-20,Grand Princess,0.0
2020-03-21,Grand Princess,0.0
2020-03-22,Grand Princess,0.0
2020-03-23,Grand Princess,0.0
2020-03-24,Grand Princess,0.0
2020-03-25,Grand Princess,0.0
2020-03-26,Grand Princess,0.0
2020-03-27,Grand Princess,0.0
2020-03-28,Grand Princess,0.0
2020-03-29,Grand Princess,0.0
2020-03-30,Grand Princess,0.0
2020-03-31,Grand Princess,0.0
2020-04-01,Grand Princess,0.0
2020-04-02,Grand Princess,0.0
2020-04-03,Grand Princess,0.0
2020-04-04,Grand Princess,0.0
2020-04-05,Grand Princess,0.0
2020-04-06,Grand Princess,0.0
2020-04-07,Grand Princess,0.0
2020-04-08,Grand Princess,0.0
2020-04-09,Grand Princess,0.0
2020-04-10,Grand Princess,0.0
2020-04-11,Grand Princess,0.0
2020-04-12,Grand Princess,0.0
2020-04-13,Grand Princess,0.0
2020-04-14,Grand Princess,0.0
2020-04-15,Grand Princess,0.0
2020-04-16,Grand Princess,0.0
2020-04-17,Grand Princess,0.0
2020-04-18,Grand Princess,0.0
2020-04-19,Grand Princess,0.0
2020-04-20,Grand Princess,0.0
2020-04-21,Grand Princess,0.0
2020-04-22,Grand Princess,0.0
2020-04-23,Grand Princess,0.0
2020-04-24,Grand Princess,0.0
2020-04-25,Grand Princess,0.0
2020-04-26,Grand Princess,0.0
2020-04-27,Grand Princess,0.0
2020-04-28,Grand Princess,0.0
2020-04-29,Grand Princess,0.0
2020-04-30,Grand Princess,0.0
2020-05-01,Grand Princess,0.0
2020-05-02,Grand Princess,0.0
2020-05-03,Grand Princess,0.0
2020-05-04,Grand Princess,0.0
2020-05-05,Grand Princess,0.0
2020-05-06,Grand Princess,0.0
2020-05-07,Grand Princess,0.0
2020-05-08,Grand Princess,0.0
2020-05-09,Grand Princess,0.0
2020-05-10,Grand Princess,0.0
2020-05-11,Grand Princess,0.0
2020-05-12,Grand Princess,0.0
2020-05-13,Grand Princess,0.0
2020-05-14,Grand Princess,0.0
2020-05-15,Grand Princess,0.0
2020-05-16,Grand Princess,0.0
2020-05-17,Grand Princess,0.0
2020-05-18,Grand Princess,0.0
2020-05-19,Grand Princess,0.0
2020-05-20,Grand Princess,0.0
2020-05-21,Grand Princess,0.0
2020-05-22,Grand Princess,0.0
2020-05-23,Grand Princess,0.0
2020-05-24,Grand Princess,0.0
2020-05-25,Grand Princess,0.0
2020-05-26,Grand Princess,0.0
2020-05-27,Grand Princess,0.0
2020-05-28,Grand Princess,0.0
2020-05-29,Grand Princess,0.0
2020-05-30,Grand Princess,0.0
2020-05-31,Grand Princess,0.0
2020-06-01,Grand Princess,0.0
2020-06-02,Grand Princess,0.0
2020-06-03,Grand Princess,0.0
2020-06-04,Grand Princess,0.0
2020-06-05,Grand Princess,0.0
2020-06-06,Grand Princess,0.0
2020-06-07,Grand Princess,0.0
2020-06-08,Grand Princess,0.0
2020-06-09,Grand Princess,0.0
2020-06-10,Grand Princess,0.0
2020-06-11,Grand Princess,0.0
2020-06-12,Grand Princess,0.0
2020-06-13,Grand Princess,0.0
2020-06-14,Grand Princess,0.0
2020-06-15,Grand Princess,0.0
2020-06-16,Grand Princess,0.0
2020-06-17,Grand Princess,0.0
2020-06-18,Grand Princess,0.0
2020-06-19,Grand Princess,0.0
2020-06-20,Grand Princess,0.0
2020-06-21,Grand Princess,0.0
2020-06-22,Grand Princess,0.0
2020-06-23,Grand Princess,0.0
2020-06-24,Grand Princess,0.0
2020-06-25,Grand Princess,0.0
2020-06-26,Grand Princess,0.0
2020-06-27,Grand Princess,0.0
2020-06-28,Grand Princess,0.0
2020-06-29,Grand Princess,0.0
2020-06-30,Grand Princess,0.0
2020-07-01,Grand Princess,0.0
2020-07-02,Grand Princess,0.0
2020-07-03,Grand Princess,0.0
2020-07-04,Grand Princess,0.0
2020-07-05,Grand Princess,0.0
2020-07-06,Grand Princess,0.0
2020-07-07,Grand Princess,0.0
2020-07-08,Grand Princess,0.0
2020-07-09,Grand Princess,0.0
2020-07-10,Grand Princess,0.0
2020-07-11,Grand Princess,0.0
2020-07-12,Grand Princess,0.0
2020-07-13,Grand Princess,0.0
2020-07-14,Grand Princess,0.0
2020-07-15,Grand Princess,0.0
2020-07-16,Grand Princess,0.0
2020-07-17,Grand Princess,0.0
2020-07-18,Grand Princess,0.0
2020-07-19,Grand Princess,0.0
2020-01-22,Guam,0.0
2020-01-23,Guam,0.0
2020-01-24,Guam,0.0
2020-01-25,Guam,0.0
2020-01-26,Guam,0.0
2020-01-27,Guam,0.0
2020-01-28,Guam,0.0
2020-01-29,Guam,0.0
2020-01-30,Guam,0.0
2020-01-31,Guam,0.0
2020-02-01,Guam,0.0
2020-02-02,Guam,0.0
2020-02-03,Guam,0.0
2020-02-04,Guam,0.0
2020-02-05,Guam,0.0
2020-02-06,Guam,0.0
2020-02-07,Guam,0.0
2020-02-08,Guam,0.0
2020-02-09,Guam,0.0
2020-02-10,Guam,0.0
2020-02-11,Guam,0.0
2020-02-12,Guam,0.0
2020-02-13,Guam,0.0
2020-02-14,Guam,0.0
2020-02-15,Guam,0.0
2020-02-16,Guam,0.0
2020-02-17,Guam,0.0
2020-02-18,Guam,0.0
2020-02-19,Guam,0.0
2020-02-20,Guam,0.0
2020-02-21,Guam,0.0
2020-02-22,Guam,0.0
2020-02-23,Guam,0.0
2020-02-24,Guam,0.0
2020-02-25,Guam,0.0
2020-02-26,Guam,0.0
2020-02-27,Guam,0.0
2020-02-28,Guam,0.0
2020-02-29,Guam,0.0
2020-03-01,Guam,0.0
2020-03-02,Guam,0.0
2020-03-03,Guam,0.0
2020-03-04,Guam,0.0
2020-03-05,Guam,0.0
2020-03-06,Guam,0.0
2020-03-07,Guam,0.0
2020-03-08,Guam,0.0
2020-03-09,Guam,0.0
2020-03-10,Guam,0.0
2020-03-11,Guam,0.0
2020-03-12,Guam,0.0
2020-03-13,Guam,0.0
2020-03-14,Guam,0.0
2020-03-15,Guam,0.0
2020-03-16,Guam,0.0
2020-03-17,Guam,0.0
2020-03-18,Guam,0.0
2020-03-19,Guam,0.0
2020-03-20,Guam,0.0
2020-03-21,Guam,2.0
2020-03-22,Guam,3.0
2020-03-23,Guam,3.0
2020-03-24,Guam,5.0
2020-03-25,Guam,7.0
2020-03-26,Guam,9.0
2020-03-27,Guam,10.0
2020-03-28,Guam,11.0
2020-03-29,Guam,11.0
2020-03-30,Guam,13.0
2020-03-31,Guam,16.0
2020-04-01,Guam,19.0
2020-04-02,Guam,23.0
2020-04-03,Guam,24.0
2020-04-04,Guam,29.0
2020-04-05,Guam,36.0
2020-04-06,Guam,38.0
2020-04-07,Guam,43.0
2020-04-08,Guam,45.0
2020-04-09,Guam,50.0
2020-04-10,Guam,52.0
2020-04-11,Guam,55.0
2020-04-12,Guam,58.0
2020-04-13,Guam,58.0
2020-04-14,Guam,66.0
2020-04-15,Guam,73.0
2020-04-16,Guam,86.0
2020-04-17,Guam,97.0
2020-04-18,Guam,110.0
2020-04-19,Guam,112.0
2020-04-20,Guam,112.0
2020-04-21,Guam,114.0
2020-04-22,Guam,119.0
2020-04-23,Guam,126.0
2020-04-24,Guam,126.0
2020-04-25,Guam,128.0
2020-04-26,Guam,128.0
2020-04-27,Guam,128.0
2020-04-28,Guam,129.0
2020-04-29,Guam,130.0
2020-04-30,Guam,131.0
2020-05-01,Guam,131.0
2020-05-02,Guam,131.0
2020-05-03,Guam,126.0
2020-05-04,Guam,125.0
2020-05-05,Guam,124.0
2020-05-06,Guam,123.0
2020-05-07,Guam,123.0
2020-05-08,Guam,122.0
2020-05-09,Guam,124.0
2020-05-10,Guam,124.0
2020-05-11,Guam,124.0
2020-05-12,Guam,124.0
2020-05-13,Guam,124.0
2020-05-14,Guam,124.0
2020-05-15,Guam,124.0
2020-05-16,Guam,126.0
2020-05-17,Guam,126.0
2020-05-18,Guam,126.0
2020-05-19,Guam,126.0
2020-05-20,Guam,125.0
2020-05-21,Guam,125.0
2020-05-22,Guam,125.0
2020-05-23,Guam,134.0
2020-05-24,Guam,138.0
2020-05-25,Guam,138.0
2020-05-26,Guam,139.0
2020-05-27,Guam,143.0
2020-05-28,Guam,143.0
2020-05-29,Guam,144.0
2020-05-30,Guam,144.0
2020-05-31,Guam,144.0
2020-06-01,Guam,145.0
2020-06-02,Guam,148.0
2020-06-03,Guam,151.0
2020-06-04,Guam,162.0
2020-06-05,Guam,162.0
2020-06-06,Guam,162.0
2020-06-07,Guam,162.0
2020-06-08,Guam,163.0
2020-06-09,Guam,163.0
2020-06-10,Guam,164.0
2020-06-11,Guam,168.0
2020-06-12,Guam,168.0
2020-06-13,Guam,168.0
2020-06-14,Guam,168.0
2020-06-15,Guam,169.0
2020-06-16,Guam,169.0
2020-06-17,Guam,170.0
2020-06-18,Guam,170.0
2020-06-19,Guam,173.0
2020-06-20,Guam,173.0
2020-06-21,Guam,173.0
2020-06-22,Guam,173.0
2020-06-23,Guam,174.0
2020-06-24,Guam,174.0
2020-06-25,Guam,174.0
2020-06-26,Guam,179.0
2020-06-27,Guam,179.0
2020-06-28,Guam,179.0
2020-06-29,Guam,179.0
2020-06-30,Guam,179.0
2020-07-01,Guam,179.0
2020-07-02,Guam,179.0
2020-07-03,Guam,179.0
2020-07-04,Guam,179.0
2020-07-05,Guam,179.0
2020-07-06,Guam,179.0
2020-07-07,Guam,184.0
2020-07-08,Guam,202.0
2020-07-09,Guam,202.0
2020-07-10,Guam,202.0
2020-07-11,Guam,202.0
2020-07-12,Guam,202.0
2020-07-13,Guam,202.0
2020-07-14,Guam,210.0
2020-07-15,Guam,213.0
2020-07-16,Guam,214.0
2020-07-17,Guam,214.0
2020-07-18,Guam,222.0
2020-07-19,Guam,222.0
2020-01-22,Hawaii,0.0
2020-01-23,Hawaii,0.0
2020-01-24,Hawaii,0.0
2020-01-25,Hawaii,0.0
2020-01-26,Hawaii,0.0
2020-01-27,Hawaii,0.0
2020-01-28,Hawaii,0.0
2020-01-29,Hawaii,0.0
2020-01-30,Hawaii,0.0
2020-01-31,Hawaii,0.0
2020-02-01,Hawaii,0.0
2020-02-02,Hawaii,0.0
2020-02-03,Hawaii,0.0
2020-02-04,Hawaii,0.0
2020-02-05,Hawaii,0.0
2020-02-06,Hawaii,0.0
2020-02-07,Hawaii,0.0
2020-02-08,Hawaii,0.0
2020-02-09,Hawaii,0.0
2020-02-10,Hawaii,0.0
2020-02-11,Hawaii,0.0
2020-02-12,Hawaii,0.0
2020-02-13,Hawaii,0.0
2020-02-14,Hawaii,0.0
2020-02-15,Hawaii,0.0
2020-02-16,Hawaii,0.0
2020-02-17,Hawaii,0.0
2020-02-18,Hawaii,0.0
2020-02-19,Hawaii,0.0
2020-02-20,Hawaii,0.0
2020-02-21,Hawaii,0.0
2020-02-22,Hawaii,0.0
2020-02-23,Hawaii,0.0
2020-02-24,Hawaii,0.0
2020-02-25,Hawaii,0.0
2020-02-26,Hawaii,0.0
2020-02-27,Hawaii,0.0
2020-02-28,Hawaii,0.0
2020-02-29,Hawaii,0.0
2020-03-01,Hawaii,0.0
2020-03-02,Hawaii,0.0
2020-03-03,Hawaii,0.0
2020-03-04,Hawaii,0.0
2020-03-05,Hawaii,0.0
2020-03-06,Hawaii,0.0
2020-03-07,Hawaii,0.0
2020-03-08,Hawaii,0.0
2020-03-09,Hawaii,0.0
2020-03-10,Hawaii,0.0
2020-03-11,Hawaii,0.0
2020-03-12,Hawaii,0.0
2020-03-13,Hawaii,0.0
2020-03-14,Hawaii,0.0
2020-03-15,Hawaii,0.0
2020-03-16,Hawaii,1.0
2020-03-17,Hawaii,1.0
2020-03-18,Hawaii,2.0
2020-03-19,Hawaii,2.0
2020-03-20,Hawaii,4.0
2020-03-21,Hawaii,6.0
2020-03-22,Hawaii,9.0
2020-03-23,Hawaii,10.0
2020-03-24,Hawaii,17.0
2020-03-25,Hawaii,18.0
2020-03-26,Hawaii,20.0
2020-03-27,Hawaii,22.0
2020-03-28,Hawaii,34.0
2020-03-29,Hawaii,35.0
2020-03-30,Hawaii,43.0
2020-03-31,Hawaii,53.0
2020-04-01,Hawaii,61.0
2020-04-02,Hawaii,75.0
2020-04-03,Hawaii,98.0
2020-04-04,Hawaii,115.0
2020-04-05,Hawaii,127.0
2020-04-06,Hawaii,139.0
2020-04-07,Hawaii,155.0
2020-04-08,Hawaii,163.0
2020-04-09,Hawaii,183.0
2020-04-10,Hawaii,191.0
2020-04-11,Hawaii,208.0
2020-04-12,Hawaii,300.0
2020-04-13,Hawaii,310.0
2020-04-14,Hawaii,315.0
2020-04-15,Hawaii,333.0
2020-04-16,Hawaii,359.0
2020-04-17,Hawaii,374.0
2020-04-18,Hawaii,390.0
2020-04-19,Hawaii,410.0
2020-04-20,Hawaii,414.0
2020-04-21,Hawaii,423.0
2020-04-22,Hawaii,437.0
2020-04-23,Hawaii,444.0
2020-04-24,Hawaii,463.0
2020-04-25,Hawaii,463.0
2020-04-26,Hawaii,482.0
2020-04-27,Hawaii,488.0
2020-04-28,Hawaii,493.0
2020-04-29,Hawaii,505.0
2020-04-30,Hawaii,516.0
2020-05-01,Hawaii,526.0
2020-05-02,Hawaii,532.0
2020-05-03,Hawaii,541.0
2020-05-04,Hawaii,544.0
2020-05-05,Hawaii,548.0
2020-05-06,Hawaii,551.0
2020-05-07,Hawaii,558.0
2020-05-08,Hawaii,565.0
2020-05-09,Hawaii,566.0
2020-05-10,Hawaii,551.0
2020-05-11,Hawaii,561.0
2020-05-12,Hawaii,561.0
2020-05-13,Hawaii,563.0
2020-05-14,Hawaii,563.0
2020-05-15,Hawaii,564.0
2020-05-16,Hawaii,565.0
2020-05-17,Hawaii,572.0
2020-05-18,Hawaii,573.0
2020-05-19,Hawaii,574.0
2020-05-20,Hawaii,578.0
2020-05-21,Hawaii,578.0
2020-05-22,Hawaii,579.0
2020-05-23,Hawaii,585.0
2020-05-24,Hawaii,589.0
2020-05-25,Hawaii,591.0
